,userId,recept,rating,recipeId
60,6,Help-mee-paddenstoelentaart met tuinkruiden,3,4072
61,6,Hartige pompoentaart ,2,5614
62,6,"Linzenpie met prei, puree en geitenkaas",4,6894
63,6,Pizza met gormas en peterselie,5,7059
64,6,Quiche met Leidse boerenkaas,1,3841
65,6,Rachel Khoo's met groenten gevulde bladerdeegbakjes,4,6549
66,6,Tarte tatin van sjalotten,4,8519
67,6,Paddenstoelen-preitaart met bladerdeegsterren,4,8530
68,6,Quorn-groentequiche,1,7238
69,6,Pizza tonijn-geitenkaas,4,7060
70,7,Groene lenteminestrone met Hollandse garnalen &amp; kabeljauw,1,2174
71,7,Oosterse sperziebonensalade met radijs,2,6392
72,7,Zomerse chili con carne,3,6281
73,7,Zomerse gnocchi met geroosterde trostomaten,3,6300
74,7,Chinese kip en papillotte met mihoen,1,7502
75,7,Cannellinibonen met lichtzoete venkel en worst,3,5909
76,7,Chicken pot pie,3,33
77,7,Volkorenpasta met spinazie en tonijn,3,2272
78,7,Stevige kippensoep,5,8463
79,7,Italiaanse zomersoep met balletjes,5,6396
80,8,"Broodje bal met augurk, piccalilly en rodekoolsalade",2,5228
81,8,Bruine bollen met ragout,1,6099
82,8,Kipkerriebroodje met courgette-maissalade,3,455
83,8,Burger à la pizzaiola,2,7907
84,8,Broodje visstick met koolsalade,4,5925
85,8,Bloemkool-macadamiaburgers,4,4597
86,8,Paddenstoelen en mozzarella op spelttoast,1,3341
87,8,Tosti geitenkaas-tomaat met bietjessalade,3,6296
88,8,Tonijnsandwich met guacamole en maissalade,5,4450
89,8,Hollandse kabeljauwburger met augurkensalsa en salade,3,3985
90,9,Chinese rijstschotel met broccoli &amp; gebakken ei,2,2297
91,9,Rijst met kabeljauw en chipotlesaus,3,415
92,9,"Romige kip met broccoli, prei en rijst",3,196
93,9,"Sushibombe met rivierkreeftjes, avocado en zalm",4,1173
94,9,Kipkerrie met rijst en shanghaipaksoi,3,3113
95,9,Gebakken rijst met pittige makreel en wortelsalade,5,4024
96,9,Vegetarische gado gado met rijst en gebakken uitjes,5,5670
97,9,Kip teriyaki met groenten,3,7313
98,9,Kip-groentekebab met tomatenrijst,3,4330
99,9,Ketjapkip met rabarber,3,8115
100,10,Griekse aardappelsalade,2,8028
101,10,Courgettelasagne (vegan &amp; koolhydraatbewust),3,1860
102,10,Kabeljauw met salsa verde van postelein ,1,5619
103,10,Kabeljauwhaas met haricots verts,3,8242
104,10,Fusilli met cervelaat en champignons,4,7767
105,10,Groentefriet met falafel en yoghurtsaus,4,6467
106,10,Bloemkoolcouscous met maïs ,3,5558
107,10,"Orzosalade met tomaat, komkommer en feta",2,5515
108,10,"Ovengnocchi met tonijn, champignons en tomaat",3,4864
109,10,Mediterrane groentetaart,3,5012
110,11,Culy’s Japanse zalmsalade,2,5442
111,11,Noedelsalade met misodressing,5,5209
112,11,Tempura,2,8322
113,11,Snelle mihoen met kalkoen en teriyaki,3,6498
114,11,Nigiri sushi,1,6582
115,11,Japanse zalmmm,1,7447
116,11,Komkommerroerbak met sesam &amp; omelet,5,5788
117,11,Yaki Udon,4,1195
118,11,Nigiri sushi,1,6582
119,11,Sushibowl met tofu en avocado ,3,2162
120,12,"Tajine van kip, citroen, aardappel en olijven",4,1131
121,12,Mosselen in sherry met geroosterde wortel,4,5247
122,12,Snert,3,3982
123,12,Côte de boeuf met zwarte knoflookboter,3,1608
124,12,Salade van kikkererwten met quinoa,5,356
125,12,Pittige roerbak van kipgehakt met komkommer en mango,3,3836
126,12,Easy pompoenchili,4,5254
127,12,Fishpie met aardappel­puree en groene kruiden,2,1509
128,12,Noedelsalade met mango en garnalen,4,4468
129,12,Traybake met kip en mosterd,3,531
130,13,Pittige plaattaart met worst &amp; mozzarella,3,2542
131,13,Pittige plaattaart met worst &amp; mozzarella,3,2542
132,13,Pittige plaattaart met worst &amp; mozzarella,3,2542
133,13,Pittige plaattaart met worst &amp; mozzarella,3,2542
134,13,Pittige plaattaart met worst &amp; mozzarella,3,2542
135,13,Pittige plaattaart met worst &amp; mozzarella,3,2542
136,13,Pittige plaattaart met worst &amp; mozzarella,3,2542
137,13,Pittige plaattaart met worst &amp; mozzarella,3,2542
138,13,Pittige plaattaart met worst &amp; mozzarella,3,2542
139,13,Pittige plaattaart met worst &amp; mozzarella,3,2542
140,14,Couscous met pittenmix,2,7926
141,14,"Tajine met zoete aardappel, wortel en dadels",3,1872
142,14,Kruidencouscous en kipballetjes in saus,1,1344
143,14,"Tajine van kip, citroen, aardappel en olijven",4,1131
144,14,Gestoofde harissakip met bloemkool &amp; munt,3,3264
145,14,Harira,1,380
146,14,Traybake harissakip,1,1849
147,14,Marokkaanse pompoentajine met kikkererwten,1,5890
148,14,Gestoomde couscous met groenten in lichte saffraanbouillon van Nadia Zerouali§,5,392
149,14,Marokkaanse herfststoof met aardappel en tuinboontjes,1,878
150,15,Noordzeetongrolletjes met zalm en dillesaus,4,7610
151,15,Noordzeetongrolletjes met zalm en dillesaus,4,7610
152,15,Gestoomde paksoi met ovengehakt,2,8343
153,15,Noordzeetongrolletjes met zalm en dillesaus,4,7610
154,15,Noordzeetongrolletjes met zalm en dillesaus,4,7610
155,15,Gestoomde paksoi met ovengehakt,2,8343
156,15,Gestoomde paksoi met ovengehakt,2,8343
157,15,Noordzeetongrolletjes met zalm en dillesaus,4,7610
158,15,Gestoomde paksoi met ovengehakt,2,8343
159,15,Noordzeetongrolletjes met zalm en dillesaus,4,7610
160,16,Witvis met zoete-aardappelfriet en doperwtenpuree,1,3970
161,16,Kabeljauw met salsa verde van postelein ,1,5619
162,16,Shakshuka met zoete aardappel &amp; spinazie,4,4243
163,16,Lentestamppotje met erwtjes en ham,2,6474
164,16,"Gevulde paprika met kikkererwten, amandelen en geitenkaas",5,899
165,16,Preischotel met zoete-aardappelpuree,4,2676
166,16,Geroosterde groenten,4,6148
167,16,Indiase viscurry met kikkererwten en spinazie,2,4925
168,16,"Glutenvrije ravioli met spinazie, room en citroen",2,3554
169,16,Pittige kip met Mexicaanse rijst,4,6151
170,17,Roti met kip,4,3933
171,17,Surinaamse bami,4,1212
172,17,Aardappelpom van Judith Cyrus,3,403
173,17,Aardappelpom van Judith Cyrus,3,403
174,17,Surinaamse bami,4,1212
175,17,Roti met kip,4,3933
176,17,Surinaamse bami,4,1212
177,17,Surinaamse bami,4,1212
178,17,Surinaamse bami,4,1212
179,17,Aardappelpom van Judith Cyrus,3,403
180,18,Caribische vis met groene pilav,4,6523
181,18,Caribische aardappel met gegrilde kipworst,5,3712
182,18,Rijstsalade met Caribische kip en bonen ,1,3632
183,18,Caribische aardappel met gegrilde kipworst,5,3712
184,18,Kalkoen Hawaï met sugarsnaps,5,6836
185,18,Kalkoen Hawaï met sugarsnaps,5,6836
186,18,Kip Jambalaya,4,4807
187,18,Caribische aardappel met gegrilde kipworst,5,3712
188,18,Kip Jambalaya,4,4807
189,18,Caribische aardappel met gegrilde kipworst,5,3712
190,19,Koe loe kai ,1,17
191,19,Gefrituurde kip,5,7897
192,19,Krokante gamba's met noedelsalade,1,8306
193,19,Lekkerbekje met broccolipesto,4,6150
194,19,Pittige vis-courgettekoekjes,5,6292
195,19,Koe loe kai ,1,17
196,19,Krokante gamba's met noedelsalade,1,8306
197,19,Aziatische noedelsalade met tofu,2,4885
198,19,Daddy cool's fried chicken,5,7138
199,19,Kroketjes van heekbrandade,5,8057
200,20,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
201,20,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
202,20,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
203,20,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
204,20,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
205,20,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
206,20,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
207,20,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
208,20,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
209,20,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
210,21,Karin Luitens snijbonenstamp met Italiaanse topping,1,4455
211,21,Prachtige gehaktballetjes met kaas uit de oven,3,7557
212,21,Lamsrack met amandel-peterseliekorst,2,6502
213,21,"Ovengnocchi met tonijn, champignons en tomaat",3,4864
214,21,Prachtige gehaktballetjes met kaas uit de oven,3,7557
215,21,Broccoliquiche met tomaatjes,1,5267
216,21,Pastasalade met frambozen en blauwaderkaas,3,5506
217,21,"Krokante kip, groentefriet en appelsaus",4,6082
218,21,Vegan rendang van jackfruit,2,2058
219,21,Soja-cashew-kipspiesjes met groene roerbak en rijst,5,4692
220,22,Satékarbonade met pittige boontjes,1,6848
221,22,Gebakken rijstschotel met rookworst en sambal-omelet,3,6680
222,22,Mosterd-rozemarijnkip met kokosrijst,4,6669
223,22,Chili met vegaspekjes,2,7237
224,22,Baby-paksoi met wokpaddenstoelen &amp; biefstuk in zwartebonensaus,1,5665
225,22,Vietnamese rijstroerbak met gerookte makreel &amp; komkommersalade,3,1651
226,22,Thaise groene viscurry,5,7641
227,22,Indische gehaktballetjes met ketjap en groentenasi,3,3319
228,22,"Risotto met kip, bleekselderij en paddenstoelen ",1,6861
229,22,"Lauwwarme rijstsalade met tonijn, paprika en munt",3,5503
230,23,Vegan pasta al funghi,5,2701
231,23,Vegan pasta al funghi,5,2701
232,23,Flammkuchen met Chioggia-bietjes en tijm,3,2641
233,23,Vegan pasta al funghi,5,2701
234,23,Vegan pasta al funghi,5,2701
235,23,Simpele kaasfondue,1,7544
236,23,Simpele kaasfondue,1,7544
237,23,Simpele kaasfondue,1,7544
238,23,Simpele kaasfondue,1,7544
239,23,Simpele kaasfondue,1,7544
240,24,Salade met kip &amp; fruitbierdressing ,4,1178
241,24,Groene maaltijdsalade,5,4525
242,24,Aspergesalade met gegrilde romaine,3,6510
243,24,Aspergesalade met gegrilde romaine,3,6510
244,24,Aziatische rijstsalade met krab,1,4507
245,24,Linzensalade met kip,2,5393
246,24,"Zomerse salade met mango, rivierkreeft en ovenaardappelen",3,4436
247,24,Zoete-aardappel salade met spek en balsamico-uitjes,3,3340
248,24,Speltsalade met geitenkaas en granaatappel,4,5166
249,24,Pastasalade met makreel en paprika,5,4407
250,25,Burrito met bonen-groentechili en mole,2,5465
251,25,Minitortilla’s met pulled chicken en avocadosalsa,1,2093
252,25,Braziliaanse visstoof ,4,4830
253,25,Vegan vistaco's,2,2749
254,25,Enchilada's,5,397
255,25,"Mexicaanse bonensoep met krokante, gerookte tofureepjes",5,2484
256,25,Burrito met bonen-groentechili en mole,2,5465
257,25,Arepas gevuld met pittig draadjesvlees en ui,4,4669
258,25,'Burrito'-schotel met knapperige tortillapuntjes,2,2591
259,25,Broodje barbecuebiefstuk,4,6365
260,26,Joris Bijdendijks reestoof met karamelappel en aardappelwaaiers,2,5129
261,26,Bloemkoolpizza bodem,5,5884
262,26,"Bloemkoolrijst met groente, gele curry en ei ",1,4444
263,26,Mediterrane groentetaart,3,5012
264,26,Geblakerde kip san fran-quinoasalade,5,7496
265,26,Pulled beef met salsa en avocadopuree ,1,4656
266,26,Bloemkoolcouscous met maïs ,3,5558
267,26,Yotam Ottolenghi's quinoa met gegrilde tomaten en knoflook,5,6109
268,26,Joris Bijdendijks reestoof met karamelappel en aardappelwaaiers,2,5129
269,26,Spicy sesamnoedels,4,7422
270,27,Kaasquiche met tomaat,4,8236
271,27,Steak de boeuf met gebakken aardappel en sperziebonen,1,4188
272,27,Peultjes-radijssalade met ei,3,6242
273,27,Flammkuchen met rauwkost en frisse tomatendip,2,4972
274,27,Kaasquiche met tomaat,4,8236
275,27,"Kipstoof met wortel, spek, krieltjes &amp; kastanjechampignons",3,6900
276,27,Franse linzenroerbak met gerookte makreel en ei,4,933
277,27,Franse salade met bacon en ei,2,7088
278,27,Snelle coq au vin blanc,4,5230
279,27,"Alain Carons kip met mosterd-gembersaus, pilav rijst en gestoofde prei",1,4902
280,28,Salade van geplukte kip met walnoten en druiven,3,3053
281,28,Linzensalade met warmgerookte zalm en mosterd,1,1902
282,28,Rijstsalade met sperziebonen en tonijn-dillesaus,4,266
283,28,"Noedelsalade met garnalen, wortel &amp; Thaise currydressing",2,2561
284,28,Rachel Khoo's kipsalade met karnemelkdressing,2,5597
285,28,Salade met malse biefstukreepjes en kaasdressing,4,3821
286,28,Watermeloensalade met tonijn en feta,3,4396
287,28,"Salade met gerookte forel, asperges en ei",2,5526
288,28,Annics rijke caesarsalade,5,5443
289,28,Frisse pastasalade met makreel,5,3442
290,29,Frisse quiche met flame roasted zalm,5,2152
291,29,Groene shakshuka,3,3064
292,29,Groene shakshuka,3,3064
293,29,Vegan mezzelune met tomaten en romige spinaziesaus ,1,2775
294,29,Rachel Khoo's aardappelcrumpets met zoete ham,2,5591
295,29,Gnocchi met mosterd-roomsaus,2,2462
296,29,Groene lenteminestrone met Hollandse garnalen &amp; kabeljauw,1,2174
297,29,Vegan rendang van jackfruit,2,2058
298,29,Tuinerwten-muntpuree met kabeljauw en chorizo,1,5714
299,29,Wortel-pompoen-linzensoep,5,1458
300,30,Burrito's,1,400
301,30,Burrito's,1,400
302,30,Burrito's,1,400
303,30,Chili con carne,2,401
304,30,Burrito's met vegan kipstuckjes,5,1652
305,30,Chili con carne,2,401
306,30,Burrito's met vegan kipstuckjes,5,1652
307,30,Chili con carne,2,401
308,30,American style taco's,1,399
309,30,Burrito's met vegan kipstuckjes,5,1652
310,31,Hamburgers,4,3674
311,31,Fluitpasta,2,7977
312,31,Vietnamese beefburger,2,4528
313,31,Biefstuk tagliata,2,7077
314,31,Dubbele cheeseburger met tomaat-ui-augurkrelish,4,4470
315,31,Tosti geitenkaas-tomaat met bietjessalade,3,6296
316,31,Ribeye-cheeseburger,4,5551
317,31,Hollandse cheeseburger met zoete-aardappelfrites,1,3862
318,31,Lasagne in a jar,5,5618
319,31,Ribeye-cheeseburger,4,5551
320,32,"Bladerdeegpie met kip, champignons en dragon",4,5150
321,32,Bloemkoolquiche met tonijn en gegrilde paprika,2,2087
322,32,"Zalm in roomsaus met dillekriel, spinazie en venkel",3,4694
323,32,Alain Carons niçoise de legumes,3,5164
324,32,"Cassoulet (Franse stoofschotel) met kip, worst en limabonen",4,4281
325,32,Ratatouille met aardappel en worst,3,7805
326,32,Reebout met tijm en portsaus,4,6027
327,32,Quiche met gorgonzola en vijg ,4,6347
328,32,Franse salade met bacon en ei,2,7088
329,32,Bretons gehaktbrood,3,6192
330,33,Burrito's met vegan kipstuckjes,5,1652
331,33,Paprika's met bonenvulling,2,1306
332,33,Burrito's met vegan kipstuckjes,5,1652
333,33,American style taco's,1,399
334,33,Burrito's met vegan kipstuckjes,5,1652
335,33,Chili con carne,2,401
336,33,Burrito's met vegan kipstuckjes,5,1652
337,33,American style taco's,1,399
338,33,Burrito's,1,400
339,33,Burrito's met vegan kipstuckjes,5,1652
340,34,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
341,34,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
342,34,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
343,34,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
344,34,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
345,34,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
346,34,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
347,34,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
348,34,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
349,34,Ge­haktschotel met sperziebonen en zil­ver­vlies­rijst,1,3126
350,35,Noedelsoep met paksoi en ei,1,8321
351,35,Vegabolognese met kastanjechampignons,2,6610
352,35,Noedelsoep met paksoi en ei,1,8321
353,35,Vegabolognese met kastanjechampignons,2,6610
354,35,Champignonragout met groene asperges,5,6903
355,35,Noedelsoep met paksoi en ei,1,8321
356,35,Champignonragout met groene asperges,5,6903
357,35,Bill Granger's saus van rauwe tomaten,1,6261
358,35,Champignonragout met groene asperges,5,6903
359,35,Bill Granger's saus van rauwe tomaten,1,6261
360,36,"Penne met groentesaus, chorizo &amp; garnalen",4,3060
361,36,"Ravioli met rodekool, rauwe ham en rucola",5,517
362,36,Pasta met spinazie en gorgonzola-roomsaus,2,545
363,36,"Pasta met gegrilde groenten, spek en gormas",2,3146
364,36,Bami met balletjes,1,7150
365,36,Tagliatelle met zalm,2,8567
366,36,"Ovenschotel van pasta, groente en balletjes",3,853
367,36,Romige zuurkool,3,7707
368,36,Gnocchi met truffelsaus &amp; bloemkool,5,793
369,36,"Macaroni met ham, kaas, bloemkoolrijst en erwten",3,4205
370,37,Arepa's met gehakt en kaas,4,404
371,37,Arepa's met gehakt en kaas,4,404
372,37,Arepa's met gehakt en kaas,4,404
373,37,Arepa's met gehakt en kaas,4,404
374,37,Arepa's met gehakt en kaas,4,404
375,37,Arepa's met gehakt en kaas,4,404
376,37,Arepa's met gehakt en kaas,4,404
377,37,Arepa's met gehakt en kaas,4,404
378,37,Arepa's met gehakt en kaas,4,404
379,37,Arepa's met gehakt en kaas,4,404
380,38,Kaasfondue in brood,4,1780
381,38,Kaasfondue met broccoli &amp; brood,2,1409
382,38,Hollandse kaasfondue met groente en brood,1,4187
383,38,Hollandse kaasfondue,3,8593
384,38,Zaanlander kaasfondue,5,3334
385,38,Zwitserse kaasfondue,1,8560
386,38,Kaasfondue met broccoli &amp; brood,2,1409
387,38,Eenpersoonskaasfondue,3,1858
388,38,Zaanlander kaasfondue,5,3334
389,38,Eenpersoonskaasfondue,3,1858
390,39,Broodje pulled paddo's,5,3736
391,39,Hollandse groentesoep met spek,2,3961
392,39,Rijstsalade met tonijn en aspergebroccoli,3,6221
393,39,Quinoasalade met mango,4,5795
394,39,Flammkuchendeeg,4,1824
395,39,Pastasalade met artisjok en geitenkaas,5,5508
396,39,Bloemkoolcouscous met maïs ,3,5558
397,39,Quinoasalade met mango,4,5795
398,39,Ei-wrap met spinazie en zalm,2,663
399,39,Paprikaomelet met salade,2,4956
400,40,Naanbrood belegd met hummus &amp; geroosterde groente,5,1802
401,40,"Grillburger met truffelmayo, rucola en parmezaan",5,5535
402,40,Bruine bollen met ragout,1,6099
403,40,Tonijnsandwich met guacamole en maissalade,5,4450
404,40,American burger met coleslaw,4,5313
405,40,Frisse kipburgers,2,8020
406,40,"Volkorenpita’s met kipgehaktballetjes, biet en sesamsaus",2,1298
407,40,Sandwich zalm met kruidenmayonaise,2,6241
408,40,Club sandwich,3,3463
409,40,Vega burger met geroosterde wintergroenten,5,820
410,41,Mexicaanse rijstsalade met saladeverrijker,1,2051
411,41,Taco's met kruidige kip en frisse salsa,2,353
412,41,Zalmschotel met Mexicaanse groenten,5,4607
413,41,Taco's met kidneybonen en kip,4,8207
414,41,"Rijkgevulde chili met kip, zwarte bonen en knapperige mais",5,5196
415,41,Vega-quesadilla ,2,5829
416,41,Snelle chili,2,7916
417,41,Vistaco's met tabasco-tomatensalsa,4,4671
418,41,Pulled beef met salsa en avocadopuree ,1,4656
419,41,Mexicaanse taco-wrap met gegrilde kiphaasjes,5,3762
420,42,Pittige plaattaart met worst &amp; mozzarella,3,2542
421,42,Pittige plaattaart met worst &amp; mozzarella,3,2542
422,42,Pittige plaattaart met worst &amp; mozzarella,3,2542
423,42,Pittige plaattaart met worst &amp; mozzarella,3,2542
424,42,Pittige plaattaart met worst &amp; mozzarella,3,2542
425,42,Pittige plaattaart met worst &amp; mozzarella,3,2542
426,42,Pittige plaattaart met worst &amp; mozzarella,3,2542
427,42,Pittige plaattaart met worst &amp; mozzarella,3,2542
428,42,Pittige plaattaart met worst &amp; mozzarella,3,2542
429,42,Pittige plaattaart met worst &amp; mozzarella,3,2542
430,43,Kipspiesen met paprika,2,4553
431,43,Gamba's met aioli,4,8141
432,43,Aardappelsalade met doperwten,3,6482
433,43,Konijn in mosterdsaus,1,8459
434,43,Aardappelen à la niçoise,5,6250
435,43,Kipspiesen met paprika,2,4553
436,43,Zwarte-bonensalade met witte kaas &amp; gebakken courgette,3,4921
437,43,Bill Granger's saus van rauwe tomaten,1,6261
438,43,"Hasselbackpompoen met sinaasappel, quinoa en aardappelkaantjes",5,3259
439,43,Steamed buns met Koreaanse kip,4,4847
440,44,Romige ricotta &amp; zomerfruitpuree,5,6237
441,44,Limoen- en granaatappelgranita,5,6288
442,44,Romige ricotta &amp; zomerfruitpuree,5,6237
443,44,Stéphane Reynaud's dessert van schuimpjes en aardbei,3,6233
444,44,Limoen- en granaatappelgranita,5,6288
445,44,IJssmoothie aardbei-framboos,2,6477
446,44,"Bill Granger's gemengd fruit, zabaglione &amp; cantuccini",2,6272
447,44,Romige ricotta &amp; zomerfruitpuree,5,6237
448,44,Romige ricotta &amp; zomerfruitpuree,5,6237
449,44,"Bill Granger's gemengd fruit, zabaglione &amp; cantuccini",2,6272
450,45,Spaanse couscous met chorizo,5,7097
451,45,Falafel salade met couscous en harissayoghurt,2,4633
452,45,Gegrilde sesam-halloumispiesjes met pompoen &amp; selderijcouscous,2,1622
453,45,Couscous met vegaballetjes,2,7346
454,45,Falafelbowl met kruidige couscous,3,2627
455,45,Couscoussalade met raapstelen,1,5695
456,45,Tajine met gekruid rundvlees,2,6790
457,45,Gevulde paprika met feta &amp; muntcouscous,5,1713
458,45,Couscous met groenten,5,965
459,45,"Couscous met kip, bospeen en cranberrysaus",2,30
460,46,Tonijnsandwich met guacamole en maissalade,5,4450
461,46,Hollandse tortillatosti met spinaziesalade,2,2820
462,46,Ovenchili,2,7669
463,46,Taco's met kruidige kip en frisse salsa,2,353
464,46,Tonijnsandwich met guacamole en maissalade,5,4450
465,46,Snelle chili,2,7916
466,46,"Burritobowl met kidneybonen, vegagehakt &amp; munt-bloemkoolrijst",5,1654
467,46,Zalmschotel met Mexicaanse groenten,5,4607
468,46,Mexican streetsalad,2,7126
469,46,Burrito's met paprikarijst,4,7415
470,47,Bavette met gegrilde asperges en zoete-aardappelchips,5,2644
471,47,Gegrilde zalm met salsa van cherrytomaten,2,6301
472,47,Empanada's met geitenkaas,2,4226
473,47,Vega arepas met bonen en salsa,3,4664
474,47,"Arepas met smokey kip, chorizo en cheddar",1,4666
475,47,Varkenshaas met rijst en mango,2,4958
476,47,Burrito met bonen-groentechili en mole,2,5465
477,47,Entrecotespiesen met paprikasalsa,2,6363
478,47,Lamskoteletten met lentechimichurri,4,6436
479,47,'Burrito'-schotel met knapperige tortillapuntjes,2,2591
480,48,Gehaktkorma met boontjes,2,6798
481,48,Sambalboontjes met wokblokjes,1,6592
482,48,Mosterdsoep met prei en ham,2,5902
483,48,Pasta pesto met tonijn en geroosterde amandelen,4,3006
484,48,Braadworst &amp; cranberryzuurkool,4,5963
485,48,Filodeegpakketjes met tonijn,1,5525
486,48,Kokosrijst met chiligarnalen,5,7178
487,48,Pasta pesto met tomatensalade,1,863
488,48,Schelvis in korma met gele rijst,2,5705
489,48,Snelle panzanella met gerookte kip,1,4802
490,49,Verse tagliatelle met ragù van linzen,3,1243
491,49,Gnocchi met mediterrane paprikatomatenstoof,3,5903
492,49,Bulgogi,5,8351
493,49,Indiaas gekruide kabeljauw en zoete-aardappelpuree met linzen,2,5496
494,49,Zalmnuggets met aardappelpartjes en wortelsalade,2,2680
495,49,Spaghetti carbonara met tuinerwten,3,587
496,49,Varkenshaas met appel-gembersaus ,5,6183
497,49,Vega burger met geroosterde wintergroenten,5,820
498,49,Mexicaanse wraps met kip en mais,4,3812
499,49,Gnocchi met basilicum en tomaat,1,7108
500,50,Miniburgers met avocado,1,5520
501,50,Noedels met garnalen &amp; spinazie in kokossaus,2,5586
502,50,Broodje kip met paprika en hummus,2,5302
503,50,"Pastasalade met rundercervelaat, tomaat en sperziebonen",3,4516
504,50,Spinazie-couscoussalade met ei,3,6458
505,50,Aardappel-tonijnsalade met asperges,4,6350
506,50,Bami met kip,5,6191
507,50,Spinazie-bietensalade met feta en sinaasappel,2,5426
508,50,Tonijn-tomatenstoof met knapperige boontjes,4,5392
509,50,Fusilli tricolore puttanesca,2,5349
510,51,Chili sin carne met avocado,3,3915
511,51,Ultieme eenpersoons hamburger,2,2069
512,51,Julius Jaspers' ribeye van de barbecue met steaksaus,3,4463
513,51,Geroosterde kip met cranberryglaze,4,2329
514,51,Vega poké bowl,3,368
